244,78,sL3-50-33,mL1c-50-15,mR1c-50-15,17.3,245.4
267,71,sL3-50-33,mL1c-50-15,mR1c-50-15,16.75,249.4
287,58,sL3-50-33,mL1c-50-15,mR1c-50-15,18.23,254
201,53,sR1-50-33,sL3-50-33,sL2-50-33,21.45,247.9
237,64,sR1-50-33,sL3-50-33,sL2-50-33,18.18,252.5
265,80,sR1-50-33,sL3-50-33,sL2-50-33,15.86,254.9
294,71,sR1-50-33,sL3-50-33,sL2-50-33,15.3,260.5
212,56,sR1-50-33,mL3r-50-15,mL2t-50-15,16.92,244
241,77,sR1-50-33,mL3r-50-15,mL2t-50-15,14.31,245
256,70,sR1-50-33,mL3r-50-15,mL2t-50-15,13.72,247.5
287,63,sR1-50-33,mL3r-50-15,mL2t-50-15,13.9,252.7
207,63,sR1-50-33,mR1t-50-15,mR2r-50-15,16.25,241.2
244,51,sR1-50-33,mR1t-50-15,mR2r-50-15,16.31,247.7
272,76,sR1-50-33,mR1t-50-15,mR2r-50-15,12.46,247
293,70,sR1-50-33,mR1t-50-15,mR2r-50-15,12.46,250.5
213,54,sR2-50-33,kR2-50-4,mR2t-50-15,16.48,246
241,67,sR2-50-33,kR2-50-4,mR2t-50-15,13.85,248
275,60,sR2-50-33,kR2-50-4,mR2t-50-15,13.95,253.5
292,79,sR2-50-33,kR2-50-4,mR2t-50-15,11.49,252
207,77,sR2-50-33,mR3c-50-15,mL3r-50-15,16.67,238
235,66,sR2-50-33,mR3c-50-15,mL3r-50-15,15.29,244
258,58,sR2-50-33,mR3c-50-15,mL3r-50-15,15.73,248.2
293,53,sR2-50-33,mR3c-50-15,mL3r-50-15,16.16,254.1
202,54,sR3-50-33,kL1-50-4,mL1r-50-15,17.31,244.5
236,66,sR3-50-33,kL1-50-4,mL1r-50-15,14.43,247
260,60,sR3-50-33,kL1-50-4,mL1r-50-15,14.57,251
298,77,sR3-50-33,kL1-50-4,mL1r-50-15,11.88,253
209,79,sR3-50-33,mL1c-50-15,mL1t-50-15,16.13,242.2
241,70,sR3-50-33,mL1c-50-15,mL1t-50-15,14.44,247.5
261,56,sR3-50-33,mL1c-50-15,mL1t-50-15,15.9,252
282,64,sR3-50-33,mL1c-50-15,mL1t-50-15,14.13,253.7
216,53,kL1-50-4,sL3-50-33,kL1-50-4,20.39,248.9
241,77,kL1-50-4,sL3-50-33,kL1-50-4,16.5,249.4
269,70,kL1-50-4,sL3-50-33,kL1-50-4,16,255
295,65,kL1-50-4,sL3-50-33,kL1-50-4,15.96,259.6
200,60,kL1-50-4,mL3r-50-15,mR2r-50-15,18.86,240.7
229,79,kL1-50-4,mL3r-50-15,mR2r-50-15,15.98,241.2
266,52,kL1-50-4,mL3r-50-15,mR2r-50-15,18.06,251.1
289,70,kL1-50-4,mL3r-50-15,mR2r-50-15,14.25,250.7
209,67,kL1-50-4,mR1t-50-15,mR3c-50-15,17.53,240.7
231,52,kL1-50-4,mR1t-50-15,mR3c-50-15,18.46,246.2
261,61,kL1-50-4,mR1t-50-15,mR3c-50-15,15.82,248.5
298,79,kL1-50-4,mR1t-50-15,mR3c-50-15,13.06,250.5
209,79,kL2-50-4,kR2-50-4,sR3-50-33,15.52,242.2
231,51,kL2-50-4,kR2-50-4,sR3-50-33,17.31,250.5
250,69,kL2-50-4,kR2-50-4,sR3-50-33,13.9,250.5
285,61,kL2-50-4,kR2-50-4,sR3-50-33,14.41,257
201,50,kL2-50-4,mR3c-50-15,mR1c-50-15,20.38,242.6
230,60,kL2-50-4,mR3c-50-15,mR1c-50-15,17.47,245
273,68,kL2-50-4,mR3c-50-15,mR1c-50-15,15.05,249.5
296,78,kL2-50-4,mR3c-50-15,mR1c-50-15,13.51,250.7
223,72,kL3-50-4,kL1-50-4,kL3-50-4,16.5,247
246,79,kL3-50-4,kL1-50-4,kL3-50-4,15.03,249.5
269,59,kL3-50-4,kL1-50-4,kL3-50-4,16.15,256
298,52,kL3-50-4,kL1-50-4,kL3-50-4,17.36,261.2
208,69,kL3-50-4,mL2c-50-15,mL3r-50-15,18.06,240.7
227,76,kL3-50-4,mL2c-50-15,mL3r-50-15,16.64,242.2
260,62,kL3-50-4,mL2c-50-15,mL3r-50-15,16.68,249.2
279,51,kL3-50-4,mL2c-50-15,mL3r-50-15,18.67,253.4
209,66,kR1-50-4,sL2-50-33,mR2r-50-15,19.21,244.9
226,58,kR1-50-4,sL2-50-33,mR2r-50-15,19.39,248.5
272,53,kR1-50-4,sL2-50-33,mR2r-50-15,18.79,255.6
292,73,kR1-50-4,sL2-50-33,mR2r-50-15,15.19,255.7
202,71,kR1-50-4,mR1r-50-15,sL2-50-33,19.15,243.5
230,79,kR1-50-4,mR1r-50-15,sL2-50-33,16.98,246.5
258,57,kR1-50-4,mR1r-50-15,sL2-50-33,18.13,254
284,60,kR1-50-4,mR1r-50-15,sL2-50-33,16.8,257.2
208,53,kR1-50-4,mR1t-50-15,sL2-50-33,20.55,247.1
241,79,kR1-50-4,mR1t-50-15,sL2-50-33,16.33,248.4
267,62,kR1-50-4,mR1t-50-15,sL2-50-33,16.85,254.6
288,72,kR1-50-4,mR1t-50-15,sL2-50-33,15.16,256.2
206,51,kR2-50-4,kR1-50-4,mR2t-50-15,18.22,246
